Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
149;5400152652;"International Journal of Innovation and Sustainable Development";journal;"17408822, 17408830";0,276;Q3;19;23;64;1308;76;63;1,10;56,87;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2020";"Management of Technology and Innovation (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
150;21100200613;"Creative Industries Journal";journal;"17510708, 17510694";0,267;Q3;8;30;52;1161;43;44;1,15;38,70;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2020";"Cultural Studies (Q1); Visual Arts and Performing Arts (Q1); Communication (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
151;21100890619;"Philosophy of Management";journal;"20529597, 17403812";0,266;Q3;8;29;62;1930;51;51;1,08;66,55;Switzerland;Western Europe;"Springer International Publishing AG";"2003-2005, 2007-2020";"History and Philosophy of Science (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
152;17700156749;"Intangible Capital";journal;"20143214, 16979818";0,265;Q3;13;14;123;662;132;122;0,96;47,29;Spain;Western Europe;"";"2009-2019";"Accounting (Q3); Business and International Management (Q3); Education (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
153;21774;"Managerial and Decision Economics";journal;"10991468, 01436570";0,264;Q3;50;90;219;4240;179;216;0,69;47,11;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
154;21100784361;"2016 IEEE Conference on Control Applications, CCA 2016";conference and proceedings;"-";0,262;-;8;0;138;0;130;137;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation; Software"
155;16056;"International Journal of Biotechnology";journal;"17415020, 09636048";0,260;Q3;19;0;8;0;4;8;0,25;0,00;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"1999-2017";"Bioengineering (Q3); Management of Technology and Innovation (Q3)"
156;21100887424;"Electronic Journal of Knowledge Management";journal;"14794411";0,258;Q3;3;12;13;752;15;12;1,25;62,67;United Kingdom;Western Europe;"Academic Conferences and Publishing International";"2018-2019";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)"
157;21100307471;"International Journal of Innovation and Technology Management";journal;"17936950, 02198770";0,258;Q3;17;68;147;4657;146;143;1,20;68,49;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2004-2020";"Management of Technology and Innovation (Q3)"
158;21100246540;"International Journal of Technology Management and Sustainable Development";journal;"14742748, 20400551";0,258;Q3;6;16;47;697;23;45;0,55;43,56;United Kingdom;Western Europe;"Intellect Ltd.";"2013-2019";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Management of Technology and Innovation (Q3)"
159;21100285029;"International Journal of Information and Decision Sciences";journal;"17567017, 17567025";0,252;Q3;13;19;62;678;49;56;0,57;35,68;Switzerland;Western Europe;"Inderscience Publishers";"2010-2011, 2013-2020";"Computer Science Applications (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
160;21100776061;"ACM SIGGRAPH 2016 VR Village, SIGGRAPH 2016";conference and proceedings;"-";0,248;-;5;0;18;0;25;17;0,00;0,00;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Management of Technology and Innovation"
161;21100455906;"2015 IEEE Signal Processing in Medicine and Biology Symposium - Proceedings";conference and proceedings;"-";0,243;-;6;0;40;0;41;39;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Management of Technology and Innovation; Media Technology; Safety, Risk, Reliability and Quality"
162;4000149502;"International Journal of Product Development";journal;"14779056, 17418178";0,238;Q3;25;19;43;962;35;43;0,96;50,63;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
163;17700156757;"Journal of Direct, Data and Digital Marketing Practice";journal;"17460166, 17460174";0,237;Q3;11;0;17;0;15;15;0,00;0,00;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2016";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)"
164;21100899296;"Innovative Marketing";journal;"18142427, 18166326";0,236;Q3;2;34;20;1369;24;20;1,20;40,26;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2018-2020";"Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)"
165;21100896940;"Intellectual Economics";journal;"18228038, 18228011";0,236;Q3;4;7;4;182;22;4;5,50;26,00;Lithuania;Eastern Europe;"Mykolo Romerio Universitetas";"2018-2019";"Philosophy (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Sociology and Political Science (Q3)"
166;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";0,231;Q3;3;22;20;980;24;20;1,20;44,55;United States;Northern America;"IGI Global Publishing";"2017-2020";"Communication (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
167;144624;"International Journal of Innovation and Learning";journal;"14718197, 17418089";0,224;Q3;26;47;156;2203;93;152;0,51;46,87;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2020";"Education (Q3); Management of Technology and Innovation (Q3)"
168;12000154350;"International Journal of Knowledge Management";journal;"15480666, 15480658";0,223;Q3;22;23;57;1515;51;57;0,80;65,87;United States;Northern America;"IGI Publishing";"2005-2020";"Management Information Systems (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4)"
169;21100904322;"Research Journal of Textile and Apparel";journal;"15606074, 25158090";0,221;Q3;15;23;64;932;55;63;0,83;40,52;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1997-2020";"Business and International Management (Q3); Industrial and Manufacturing Engineering (Q3); Management of Technology and Innovation (Q3); Materials Science (miscellaneous) (Q3)"
170;21100223144;"Proceedings of the European Conference on e-Government, ECEG";conference and proceedings;"20491034";0,219;-;11;32;129;975;45;79;0,45;30,47;United Kingdom;Western Europe;"";"20491034";"Business and International Management; Computer Networks and Communications; E-learning; Management of Technology and Innovation"
171;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q3;13;35;148;1500;110;136;0,61;42,86;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
172;4700152413;"International Journal of Entrepreneurship and Innovation Management";journal;"17415098, 1368275X";0,217;Q3;22;32;88;2192;83;85;1,13;68,50;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2002, 2006-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
173;21100407655;"Banks and Bank Systems";journal;"19917074, 18167403";0,216;Q3;14;71;191;2448;112;191;0,67;34,48;Ukraine;Eastern Europe;"Business Perspectives";"2006-2020";"Finance (Q3); Law (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q4)"
174;11200153556;"Espacios (discontinued)";journal;"07981015";0,215;Q3;16;952;4598;24816;1314;4598;0,34;26,07;Venezuela;Latin America;"";"2007-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q4)"
175;21100797708;"Proceedings - 2016 29th SIBGRAPI Conference on Graphics, Patterns and Images, SIBGRAPI 2016";conference and proceedings;"-";0,213;-;6;0;62;0;72;60;1,20;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Information Systems; Management of Technology and Innovation; Safety, Risk, Reliability and Quality; Software"
176;11600153421;"Journal of Technology Management and Innovation";journal;"07182724";0,212;Q3;25;41;136;1882;97;134;0,57;45,90;Chile;Latin America;"Journal of Technology Management & Innovation Group";"2008-2019";"Management of Technology and Innovation (Q3)"
177;21100871796;"Central European Business Review";journal;"18054854, 18054862";0,209;Q3;3;21;35;854;24;35;0,69;40,67;Czech Republic;Eastern Europe;"Faculty of Business Administration, University of Economics";"2017-2019";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
178;20000195008;"International Journal of Technological Learning, Innovation and Development";journal;"17531942, 17531950";0,207;Q3;20;12;52;721;24;51;0,45;60,08;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2011-2019";"Education (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4)"
179;21100790050;"2016 New York Scientific Data Summit, NYSDS 2016 - Proceedings";conference and proceedings;"-";0,205;-;4;0;24;0;21;23;0,00;0,00;United States;Northern America;"";"";"Computational Theory and Mathematics; Management of Technology and Innovation; Management Science and Operations Research; Modeling and Simulation; Numerical Analysis; Strategy and Management"
180;21100803353;"Brick and Block Masonry: Trends, Innovations and Challenges - Proceedings of the 16th International Brick and Block Masonry Conference, IBMAC 2016";conference and proceedings;"-";0,203;-;8;0;310;0;152;308;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation; Strategy and Management"
181;21100884987;"Engineering Management in Production and Services";journal;"25436597, 2543912X";0,203;Q3;7;37;93;2072;100;93;1,09;56,00;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2016-2019";"Industrial and Manufacturing Engineering (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
182;21100872779;"Management Systems in Production Engineering";journal;"22990461, 24505781";0,197;Q3;3;39;40;770;26;40;0,65;19,74;Germany;Western Europe;"Sciendo";"2018-2019";"Industrial and Manufacturing Engineering (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)"
183;21100220151;"Quality Innovation Prosperity";journal;"1338984X, 13351745";0,197;Q3;10;23;73;841;59;72;0,85;36,57;Slovakia;Eastern Europe;"Technical University of Kosice";"2012-2019";"Management of Technology and Innovation (Q3); Strategy and Management (Q4)"
184;21100899617;"Canadian Journal of Learning and Technology";journal;"14996685";0,194;Q3;2;9;15;442;10;15;0,67;49,11;Canada;Northern America;"Canadian Network for Innovation in Education";"2018-2019";"Education (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4)"
185;21100802689;"2016 International Conference on Information and Communication Technology Convergence, ICTC 2016";conference and proceedings;"-";0,191;-;9;0;299;0;215;297;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation"
186;19700177546;"Industria";journal;"19738137, 00197416";0,191;Q3;7;15;87;913;29;87;0,30;60,87;Italy;Western Europe;"Societa Editrice Il Mulino";"2010-2019";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q4)"
187;21100836593;"International Journal of Sustainable Economy";journal;"17565812, 17565804";0,190;Q3;3;20;41;892;21;40;0,53;44,60;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2017-2019";"Business and International Management (Q3); Development (Q3); Management of Technology and Innovation (Q3); Economics and Econometrics (Q4); Finance (Q4)"
188;21100818512;"Journal of Enabling Technologies";journal;"23986263";0,188;Q3;16;24;59;749;59;53;0,91;31,21;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2020";"Management of Technology and Innovation (Q3); Rehabilitation (Q3); Computer Science Applications (Q4); Health (social science) (Q4)"
189;21100786954;"Mobile! 2016 - Proceedings of the 1st International Workshop on Mobile Development, co-located with SPLASH 2016";conference and proceedings;"-";0,187;-;4;0;13;0;11;11;0,00;0,00;United States;Northern America;"";"";"Education; Management of Technology and Innovation"
190;21100905026;"Ukrainian Geographical Journal";journal;"15614980";0,187;Q3;1;21;24;399;5;24;0,21;19,00;Ukraine;Eastern Europe;"National Academy of Sciences of Ukraine";"2018-2020";"Earth and Planetary Sciences (miscellaneous) (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); History and Philosophy of Science (Q3); Management of Technology and Innovation (Q3)"
191;18300156727;"Journal of Internet Banking and Commerce (discontinued)";journal;"12045357";0,185;Q3;20;0;174;0;135;170;0,00;0,00;Canada;Northern America;"JIBC Publisher";"2009-2016";"Management of Technology and Innovation (Q3); Marketing (Q3); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Finance (Q4); Human-Computer Interaction (Q4)"
192;21100863713;"International Journal of Knowledge and Systems Science";journal;"19478216, 19478208";0,183;Q3;3;7;33;236;14;33;0,42;33,71;United States;Northern America;"IGI Global Publishing";"2017-2019";"Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Artificial Intelligence (Q4); Information Systems (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
193;6800153107;"International Journal of Foresight and Innovation Policy";journal;"17402816, 17402824";0,181;Q3;19;6;49;195;24;49;0,03;32,50;United Kingdom;Western Europe;"Inderscience Publishers";"2007-2013, 2015-2019";"Management of Technology and Innovation (Q3); Strategy and Management (Q4)"
194;21100913309;"Maritime Business Review";journal;"23973757, 23973765";0,181;Q3;3;27;30;1169;23;28;0,74;43,30;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016, 2018-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q4); Transportation (Q4)"
195;21100795207;"Australian Journal of Telecommunications and the Digital Economy";journal;"22031693";0,180;Q3;4;23;97;423;20;97;0,25;18,39;Australia;Pacific Region;"Telecommunications Association Inc.";"2015-2019";"Media Technology (Q2); Communication (Q3); Management of Technology and Innovation (Q3); Computer Networks and Communications (Q4)"
196;21100223332;"International Journal of Information System Modeling and Design";journal;"19478186, 19478194";0,179;Q3;14;19;53;650;43;53;0,91;34,21;United States;Northern America;"IGI Publishing";"2010-2019";"Management of Technology and Innovation (Q3); Information Systems (Q4)"
197;21100432037;"Journal of Modern Project Management";journal;"23173963";0,179;Q3;6;31;120;1516;59;114;0,54;48,90;Spain;Western Europe;"";"2013-2019";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q4)"
198;21100843529;"Business Systems Research";journal;"18479375";0,177;Q4;4;26;44;1010;40;43;0,93;38,85;Germany;Western Europe;"Walter de Gruyter GmbH";"2017-2019";"Economics, Econometrics and Finance (miscellaneous) (Q3); Information Systems (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)"
199;21100823283;"International Journal of Asian Business and Information Management";journal;"19479638, 19479646";0,174;Q4;2;16;31;942;13;31;0,42;58,88;United States;Northern America;"IGI Global Publishing";"2017-2020";"Cultural Studies (Q2); Business and International Management (Q3); Computer Science Applications (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
200;21100223336;"International Journal of Human Capital and Information Technology Professionals";journal;"19473486, 19473478";0,173;Q4;12;16;64;1071;44;64;0,73;66,94;United States;Northern America;"IGI Publishing";"2010-2020";"Computer Science (miscellaneous) (Q3); Management of Technology and Innovation (Q4)"
201;21100827462;"Journal of Advanced Manufacturing Technology";journal;"19853157, 22898107";0,173;Q4;4;57;172;1160;60;172;0,35;20,35;Malaysia;Asiatic Region;"Penerbit Universiti Teknikal Malaysia Melaka";"2017-2019";"Automotive Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Computer Networks and Communications (Q4); Control and Optimization (Q4); Hardware and Architecture (Q4); Management of Technology and Innovation (Q4); Software (Q4)"
202;21100801719;"2016 8th Computer Science and Electronic Engineering Conference, CEEC 2016 - Conference Proceedings";conference and proceedings;"-";0,168;-;6;0;41;0;36;40;0,90;0,00;United States;Northern America;"";"";"Education; Engineering (miscellaneous); Management of Technology and Innovation"
203;17500155011;"International Journal of Intelligent Enterprise";journal;"17453232, 17453240";0,168;Q4;6;26;57;708;37;56;0,72;27,23;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2007, 2009, 2012-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
204;21100396345;"International Journal of Learning and Change";journal;"17402875, 17402883";0,168;Q4;5;26;53;1177;96;52;1,98;45,27;Switzerland;Western Europe;"Inderscience Publishers";"2015-2020";"Education (Q4); Management of Technology and Innovation (Q4)"
205;21100831441;"TEM Journal";journal;"22178309, 22178333";0,167;Q4;5;205;239;3945;171;239;0,72;19,24;Serbia;Eastern Europe;"UIKTEN - Association for Information Communication Technology Education and Science";"2017-2019";"Computer Science (miscellaneous) (Q3); Education (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
206;18800156725;"Research Journal of Business Management (discontinued)";journal;"18191932, 21520437";0,164;Q4;10;0;8;0;8;8;0,00;0,00;United States;Northern America;"Academic Journals Inc.";"2009-2016";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
207;26918;"Negotiation Journal";journal;"15719979, 07484526";0,158;Q4;29;54;85;1104;19;73;0,18;20,44;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2020";"Social Sciences (miscellaneous) (Q3); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
208;21100457014;"Proceedings of the IEEE National Aerospace Electronics Conference, NAECON";conference and proceedings;"05473578";0,158;-;7;0;346;0;199;341;0,58;0,00;United States;Northern America;"";"";"Industrial and Manufacturing Engineering; Management of Technology and Innovation; Strategy and Management"
209;21100457042;"CACS 2015 - 2015 CACS International Automatic Control Conference";conference and proceedings;"-";0,155;-;4;0;25;0;12;23;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation; Software"
210;3900148221;"International Journal of Services and Standards";journal;"17408857, 17408849";0,153;Q4;18;7;42;331;25;39;0,89;47,29;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2019";"Management of Technology and Innovation (Q4)"
211;21100787010;"21st IMEKO TC-4 International Symposium on Understanding the World through Electrical and Electronic Measurement, and 19th International Workshop on ADC Modelling and Testing";conference and proceedings;"-";0,152;-;5;0;58;0;14;56;0,00;0,00;Hungary;Eastern Europe;"";"";"Business and International Management; Management of Technology and Innovation; Management Science and Operations Research; Strategy and Management"
212;21100467815;"2016 International Siberian Conference on Control and Communications, SIBCON 2016 - Proceedings";conference and proceedings;"-";0,147;-;8;0;221;0;125;219;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Management of Technology and Innovation"
213;21100912972;"Cutter business technology journal";journal;"24753718, 24753742";0,147;Q4;2;54;138;448;18;132;0,15;8,30;United States;Northern America;"Cutter Consortium";"2016-2019";"Business and International Management (Q4); Computer Science Applications (Q4); Management of Technology and Innovation (Q4); Software (Q4); Strategy and Management (Q4)"
214;21100219935;"International Journal of Operations and Quantitative Management";journal;"10821910";0,147;Q4;11;8;52;278;26;52;0,52;34,75;United States;Northern America;"International Forum of Management Scholars (INFOMS)";"2001-2020";"Business and International Management (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
215;21100456629;"Proceedings - 12th LARS Latin American Robotics Symposium and 3rd SBR Brazilian Robotics Symposium, LARS-SBR 2015 - Part of the Robotics Conferences 2015";conference and proceedings;"-";0,147;-;6;0;67;0;35;65;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture; Information Systems; Information Systems and Management; Management of Technology and Innovation; Strategy and Management"
216;21100847471;"South Asian Journal of Business and Management Cases";journal;"23210303, 22779779";0,146;Q4;3;32;70;620;22;58;0,38;19,38;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012, 2015-2020";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
217;21100461926;"International Conference Communication, Control and Intelligent Systems, CCIS 2015";conference and proceedings;"-";0,143;-;7;0;99;0;76;97;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Management Science and Operations Research; Organizational Behavior and Human Resource Management; Safety, Risk, Reliability and Quality; Strategy and Management; Waste Management and Disposal"
218;21100779205;"Proceedings of 2016 7th International Conference on Mechanical and Aerospace Engineering, ICMAE 2016";conference and proceedings;"-";0,143;-;6;0;119;0;65;118;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Management, Monitoring, Policy and Law; Management of Technology and Innovation; Strategy and Management"
219;145514;"Journal of Textile and Apparel, Technology and Management";journal;"15330915";0,142;Q4;22;17;45;349;29;45;0,42;20,53;United States;Northern America;"Department of Textile and Apparel, Technology and Management";"2000-2002, 2004-2007, 2009-2016, 2018-2020";"Management of Technology and Innovation (Q4)"
220;21100456866;"Proceedings - 8th International Conference on Bio-Science and Bio-Technology, BSBT 2015";conference and proceedings;"-";0,142;-;3;0;11;0;10;8;0,00;0,00;United States;Northern America;"";"";"Information Systems; Information Systems and Management; Management of Technology and Innovation"
221;21100898040;"Childhood Education";journal;"00094056, 21620725";0,140;Q4;22;63;236;114;73;185;0,35;1,81;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2020";"Developmental and Educational Psychology (Q4); Education (Q4); Management of Technology and Innovation (Q4)"
222;21100886223;"Informacijos Mokslai";journal;"13921487, 13920561";0,140;Q4;1;10;43;485;7;41;0,17;48,50;Lithuania;Eastern Europe;"Vilnius University - Faculty of Communication";"2018-2019";"Communication (Q3); Media Technology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Management of Technology and Innovation (Q4)"
223;21100898760;"Advances in Science, Technology and Engineering Systems";journal;"24156698";0,139;Q4;7;295;647;8153;285;647;0,44;27,64;United States;Northern America;"ASTES Publishers";"2016-2020";"Engineering (miscellaneous) (Q3); Management of Technology and Innovation (Q4); Physics and Astronomy (miscellaneous) (Q4)"
224;21100220476;"International Journal of Work Innovation";journal;"20439032, 20439040";0,139;Q4;5;0;20;0;12;18;0,42;0,00;Switzerland;Western Europe;"Inderscience Publishers";"2012, 2015-2017";"Communication (Q4); Computer Networks and Communications (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4)"
225;21100785003;"Proceedings - 2016 International Conference on Computational Intelligence and Applications, ICCIA 2016";conference and proceedings;"-";0,139;-;3;0;21;0;13;19;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture; Management of Technology and Innovation"
226;12995;"Memoirs of the Faculty of Engineering, Kyushu University";journal;"1880148X, 1345868X";0,138;Q4;9;0;10;0;4;10;0,00;0,00;Japan;Asiatic Region;"Kyushu University, Faculty of Science";"1970, 1972, 1974, 1976-1999, 2001-2018";"Atmospheric Science (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Management of Technology and Innovation (Q4)"
227;21100417364;"Contemporary Issues in Entrepreneurship Research";book series;"20407246, 20407254";0,137;Q4;6;9;53;684;34;26;2,36;76,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010, 2014-2019";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
228;21100457041;"2014 IEEE Nuclear Science Symposium and Medical Imaging Conference, NSS/MIC 2014";conference and proceedings;"-";0,134;-;8;0;543;0;85;542;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation; Software"
229;18700156730;"International Journal of Technoentrepreneurship";journal;"17465370, 17465389";0,134;Q4;7;0;13;0;8;13;0,44;0,00;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009, 2011, 2015-2017";"Business and International Management (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
230;21100461403;"2015 IEEE Conference on Sustainable Utilization and Development in Engineering and Technology, CSUDET 2015";conference and proceedings;"-";0,132;-;2;0;11;0;5;10;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation"
231;21100840149;"Journal of Business and Entrepreneurship";journal;"10426337";0,132;Q4;2;0;25;0;9;25;0,00;0,00;United States;Northern America;"University of South Florida, St. Petersburg";"2016-2018";"Business and International Management (Q4); Management of Technology and Innovation (Q4)"
232;21100457395;"2015 IEEE 8th International Workshop on Computational Intelligence and Applications, IWCIA 2015 - Proceedings";conference and proceedings;"-";0,131;-;3;0;30;0;11;27;0,00;0,00;United States;Northern America;"";"";"Biomedical Engineering; Electrical and Electronic Engineering; Management of Technology and Innovation"
233;21100832514;"International Journal of Standardization Research";journal;"24708550, 24708542";0,131;Q4;2;0;22;0;5;22;0,19;0,00;United States;Northern America;"IGI Global Publishing";"2015-2018";"Computer Science Applications (Q4); Management of Technology and Innovation (Q4)"
234;21100798098;"44th Annual Conference of the European Society for Engineering Education - Engineering Education on Top of the World: Industry-University Cooperation, SEFI 2016";conference and proceedings;"-";0,129;-;3;0;94;0;17;93;0,00;0,00;Belgium;Western Europe;"";"";"Information Systems and Management; Management of Technology and Innovation; Strategy and Management"
235;21100784259;"ASEE 2016 International Forum";conference and proceedings;"-";0,129;-;2;0;48;0;10;48;0,00;0,00;United States;Northern America;"";"";"Information Systems; Information Systems and Management; Management of Technology and Innovation"
236;58834;"Schmalenbachs Zeitschrift fur Betriebswirtschaftliche Forschung";journal;"23666153, 03412687";0,129;Q4;1;17;44;1035;8;40;0,12;60,88;Germany;Western Europe;"Springer Gabler";"1976, 2016-2020";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Management of Technology and Innovation (Q4)"
237;19400157401;"International Journal of Enterprise Network Management";journal;"17481252, 17481260";0,128;Q4;9;25;81;684;24;80;0,21;27,36;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2012, 2014-2020";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4)"
238;18877;"Monthly Labor Review";journal;"19374658, 00981818";0,127;Q4;52;0;178;0;39;107;0,52;0,00;United States;Northern America;"US Bureau of Labor Statistics";"1945-1949, 1978-1988, 1990-2018";"Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
239;21100805759;"Proceedings of 2016 10th IEEE International Conference on Anti-Counterfeiting, Security, and Identification, ASID 2016";conference and proceedings;"-";0,127;-;3;0;32;0;15;30;0,50;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Management of Technology and Innovation"
240;21100905837;"Advances in E-Business Research Series";book series;"19352700, 19352719";0,125;Q4;2;17;65;886;6;1;6,00;52,12;United States;Northern America;"IGI Global Publishing";"2018-2019";"Business and International Management (Q4); Computer Science Applications (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)"
241;4100151518;"Advances in the Study of Entrepreneurship, Innovation, and Economic Growth";book series;"10484736";0,125;Q4;13;0;34;0;14;1;14,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2001, 2003-2005, 2007-2011, 2013-2018";"Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Management of Technology and Innovation (Q4)"
242;32257;"Irrigation and Drainage Systems";journal;"01686291";0,125;Q4;31;0;1;0;0;1;0,00;0,00;Netherlands;Western Europe;"Springer Netherlands";"1986-2011";"Food Science (Q4); Geography, Planning and Development (Q4); Management of Technology and Innovation (Q4); Water Science and Technology (Q4)"
