Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
293;19349;"Journal of Mathematical Sociology";journal;"15455874, 0022250X";0,619;Q1;30;16;38;695;83;34;0,81;43,44;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2020";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Algebra and Number Theory (Q2)"
294;130056;"Journal of International Criminal Justice";journal;"14781395, 14781387";0,618;Q1;36;38;162;2125;102;149;0,67;55,92;United Kingdom;Western Europe;"Oxford University Press";"2005-2019";"Law (Q1); Sociology and Political Science (Q1)"
295;18718;"Time and Society";journal;"0961463X, 14617463";0,618;Q1;42;95;74;4840;141;73;1,14;50,95;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2020";"Sociology and Political Science (Q1)"
296;21100775633;"IZA Journal of Migration";journal;"21939039";0,612;Q1;14;0;30;0;50;30;1,67;0,00;United Kingdom;Western Europe;"Springer Open";"2012-2017";"Anthropology (Q1); Sociology and Political Science (Q1); Demography (Q2)"
297;25671;"Washington Quarterly";journal;"15309177, 0163660X";0,612;Q1;44;39;120;621;109;120;0,99;15,92;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2020";"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
298;200147126;"Journal of Intercultural Studies";journal;"07256868, 14699540";0,608;Q1;32;52;138;2302;176;122;0,76;44,27;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2020";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q1)"
299;5700163951;"International Journal of Cultural Policy";journal;"14772833, 10286632";0,607;Q1;42;83;145;4651;233;135;1,77;56,04;United Kingdom;Western Europe;"Routledge";"1997-2020";"Cultural Studies (Q1); Sociology and Political Science (Q1)"
300;21100886412;"Economics, Management, and Financial Markets";journal;"1938212X, 18423191";0,606;Q1;6;20;20;440;107;20;5,35;22,00;United States;Northern America;"Addleton Academic Publishers";"2018-2019";"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q2)"
301;17181;"Public Money and Management";journal;"14679302, 09540962";0,600;Q1;46;119;276;3836;451;211;1,75;32,24;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2020";"Business, Management and Accounting (miscellaneous) (Q1); Sociology and Political Science (Q1); Public Administration (Q2)"
302;21100854808;"Journal of the Society for Social Work and Research";journal;"1948822X, 23342315";0,599;Q1;12;29;87;1701;148;86;1,52;58,66;United States;Northern America;"University of Chicago Press";"2014-2020";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
303;17534;"Social Justice Research";journal;"15736725, 08857466";0,599;Q1;54;23;54;1081;90;54;1,12;47,00;United States;Northern America;"Springer New York";"1987-1990, 1992-2020";"Anthropology (Q1); Law (Q1); Sociology and Political Science (Q1)"
304;28910;"Leisure Sciences";journal;"15210588, 01490400";0,597;Q1;62;78;131;4506;278;113;2,52;57,77;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1977-2020";"Sociology and Political Science (Q1); Environmental Science (miscellaneous) (Q2); Tourism, Leisure and Hospitality Management (Q2)"
305;5700164302;"Rivista Italiana di Scienza Politica";journal;"00488402";0,597;Q1;10;18;53;1138;63;53;1,11;63,22;Italy;Western Europe;"Cambridge University Press";"2010-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
306;16931;"American Sociologist, The";journal;"00031232, 19364784";0,592;Q1;19;40;102;2155;93;87;0,84;53,88;United States;Northern America;"Transaction Publishers";"1973-1975, 1978-1979, 1981, 1987-1996, 2005-2020";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
307;24606;"Anthrozoos";journal;"08927936";0,590;Q1;48;54;134;2715;273;133;1,57;50,28;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990, 1992-1993, 1996-2020";"Anthropology (Q1); Sociology and Political Science (Q1); Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2); Education (Q2)"
308;19700188160;"Journal of Comparative Policy Analysis: Research and Practice";journal;"13876988, 15725448";0,589;Q1;21;49;104;2598;180;90;1,55;53,02;United States;Northern America;"Routledge";"2010-2020";"Sociology and Political Science (Q1); Public Administration (Q2)"
309;27390;"Pacific Affairs";journal;"0030851X";0,589;Q1;32;23;57;769;62;55;1,23;33,43;Canada;Northern America;"University of British Columbia";"1979, 1981-1982, 1984, 1991-2020";"Sociology and Political Science (Q1); Geography, Planning and Development (Q2)"
310;14586;"Social Service Review";journal;"15375404, 00377961";0,587;Q1;57;21;66;1658;105;61;1,70;78,95;United States;Northern America;"University of Chicago";"1973-1983, 1987, 1996-2019";"Sociology and Political Science (Q1); Social Work (Q2)"
311;145137;"Critical Criminology";journal;"15729877, 12058629";0,586;Q1;25;59;107;4173;182;100;1,84;70,73;Netherlands;Western Europe;"Springer Netherlands";"1996-1997, 2000-2002, 2005-2020";"Law (Q1); Sociology and Political Science (Q1)"
312;21100887620;"European Journal for Sport and Society";journal;"23805919, 16138171";0,586;Q1;18;22;73;1156;90;59;1,47;52,55;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2020";"Sociology and Political Science (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)"
313;29502;"Race and Class";journal;"03063968";0,586;Q1;36;27;90;922;106;79;1,70;34,15;United Kingdom;Western Europe;"SAGE Publications Ltd";"1959, 1962-2020";"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
314;30006;"Global Social Policy";journal;"17412803, 14680181";0,581;Q2;33;28;89;1050;103;73;1,38;37,50;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2020";"Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2); Sociology and Political Science (Q2)"
315;21100890928;"Journal of Ethnic and Cultural Studies";journal;"21491291";0,581;Q2;4;38;21;2019;40;21;1,90;53,13;United States;Northern America;"Florida Gulf Coast University";"2018-2019";"Cultural Studies (Q1); Sociology and Political Science (Q2)"
316;19600163400;"Social Work";journal;"15456846, 00378046";0,578;Q2;69;44;157;1466;211;108;1,77;33,32;United States;Northern America;"Oxford University Press";"1956-2020";"Social Work (Q2); Sociology and Political Science (Q2)"
317;18086;"Sociological Inquiry";journal;"1475682X, 00380245";0,578;Q2;49;59;81;3611;130;80;1,22;61,20;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1961-2020";"Sociology and Political Science (Q2)"
318;110220;"Human Ecology";journal;"15729915, 03007839";0,576;Q2;67;74;210;5174;360;196;1,83;69,92;United States;Northern America;"Springer Science + Business Media";"1972-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q2); Ecology (Q2); Environmental Science (miscellaneous) (Q2); Health (social science) (Q2); Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2); Sociology and Political Science (Q2)"
319;19900191425;"Journal of Politics in Latin America";journal;"18684890, 1866802X";0,576;Q2;6;9;45;515;46;43;0,86;57,22;Germany;Western Europe;"Institut fur Iberoamerika-Kunde";"2015-2019";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
320;14402;"Archives Europeennes de Sociologie";journal;"14740583, 00039756";0,573;Q2;36;21;41;884;65;40;1,04;42,10;United Kingdom;Western Europe;"Cambridge University Press";"1960-2020";"Sociology and Political Science (Q2)"
321;4700152864;"Journal of Public Child Welfare";journal;"15548732";0,569;Q2;19;48;91;2329;102;86;1,04;48,52;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2020";"Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3)"
322;21100200653;"Information Polity";journal;"18758754, 15701255";0,567;Q2;34;22;73;1226;171;67;2,29;55,73;Netherlands;Western Europe;"IOS Press";"2002-2019";"Communication (Q2); Geography, Planning and Development (Q2); Information Systems (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
323;27760;"New Left Review";journal;"00286060";0,567;Q2;65;17;105;192;168;100;1,05;11,29;United Kingdom;Western Europe;"New Left Review Subscriptions";"1984, 1987, 1996-2019";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
324;18676;"Technology in Society";journal;"0160791X";0,566;Q2;47;105;177;7063;529;175;3,08;67,27;Netherlands;Western Europe;"Elsevier Ltd.";"1979-2020";"Business and International Management (Q2); Education (Q2); Human Factors and Ergonomics (Q2); Sociology and Political Science (Q2)"
325;21100857117;"Politics in Central Europe";journal;"18013422";0,565;Q2;5;21;45;1261;40;45;1,00;60,05;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2016-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
326;5600154403;"Australian Social Work";journal;"0312407X";0,557;Q2;29;69;142;2150;179;117;1,53;31,16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2004, 2006-2020";"Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Social Work (Q2); Sociology and Political Science (Q2)"
327;21100889857;"Journal of Benefit-Cost Analysis";journal;"21522812, 21945888";0,555;Q2;4;16;20;836;26;20;1,30;52,25;United Kingdom;Western Europe;"Cambridge University Press";"2018-2020";"Economics and Econometrics (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
328;24762;"Human Rights Quarterly";journal;"1085794X, 02750392";0,553;Q2;63;42;103;696;88;101;0,89;16,57;United States;Northern America;"Johns Hopkins University Press";"1981, 1990, 1992, 1994-2020";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
329;144821;"Language Policy";journal;"15684555";0,553;Q2;30;40;79;2278;106;73;1,56;56,95;Netherlands;Western Europe;"Springer Netherlands";"2004-2020";"Language and Linguistics (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q2)"
330;7000153207;"NanoEthics";journal;"18714765, 18714757";0,552;Q2;26;27;76;1097;124;59;2,18;40,63;Netherlands;Western Europe;"Springer Netherlands";"2007-2020";"History and Philosophy of Science (Q1); Philosophy (Q1); Management of Technology and Innovation (Q2); Nanoscience and Nanotechnology (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
331;21100320408;"Human Service Organizations Management, Leadership and Governance";journal;"2330314X, 23303131";0,549;Q2;12;33;126;1487;163;100;1,63;45,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2020";"Health (social science) (Q2); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
332;130127;"Human Rights Law Review";journal;"14617781, 17441021";0,546;Q2;31;22;81;547;68;77;0,67;24,86;United Kingdom;Western Europe;"Oxford University Press";"2005-2019";"Law (Q1); Sociology and Political Science (Q2)"
333;21100463803;"Regional Studies, Regional Science";journal;"21681376";0,546;Q2;14;49;103;1936;187;96;1,48;39,51;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2020";"Economics and Econometrics (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
334;20499;"Canadian Public Policy/ Analyse de Politiques";journal;"03170861";0,545;Q2;32;25;120;1387;109;116;0,73;55,48;Canada;Northern America;"University of Toronto Press";"1978-1980, 1984, 1989-2019";"Public Administration (Q2); Sociology and Political Science (Q2)"
335;19285;"Zeitschrift fur Soziologie";journal;"03401804";0,545;Q2;30;21;78;1127;82;76;1,10;53,67;Germany;Western Europe;"Walter de Gruyter GmbH";"1981, 1983-1984, 1986-1987, 1989-1991, 1994-2019";"Sociology and Political Science (Q2)"
336;19900190213;"Journal of Current Southeast Asian Affairs";journal;"18684882, 18681034";0,544;Q2;7;5;48;338;86;45;1,22;67,60;Germany;Western Europe;"Institut fur Asienkunde";"2015-2019";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
337;23528;"Presidential Studies Quarterly";journal;"03604918";0,544;Q2;3;49;43;2623;30;39;0,77;53,53;United States;Northern America;"Center for the Study of the Presidency";"1983, 1985, 1988, 2018-2020";"History (Q1); Public Administration (Q2); Sociology and Political Science (Q2)"
338;21100829274;"Journal of International Studies";journal;"20718330, 23063483";0,541;Q2;15;88;238;3799;545;237;2,42;43,17;Poland;Eastern Europe;"Centre of Sociological Research";"2009-2019";"Business and International Management (Q2); Economics and Econometrics (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
339;5600157642;"Public Policy and Administration";journal;"09520767, 17494192";0,541;Q2;34;41;67;2711;126;52;2,42;66,12;United States;Northern America;"SAGE Publications Ltd";"1986-2019";"Public Administration (Q2); Sociology and Political Science (Q2)"
340;12100155404;"Health Sociology Review";journal;"14461242, 18393551";0,540;Q2;27;21;70;1039;144;64;2,28;49,48;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2020";"Health (social science) (Q2); Sociology and Political Science (Q2)"
341;5700167221;"Journal of Contemporary European Studies";journal;"14782790, 14782804";0,539;Q2;19;54;90;2950;117;81;1,29;54,63;United Kingdom;Western Europe;"Routledge";"2007-2020";"Cultural Studies (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
342;16907;"Research on Social Work Practice";journal;"10497315, 15527581";0,539;Q2;60;100;255;5322;375;244;1,44;53,22;United States;Northern America;"SAGE Publications Inc.";"1991-2020";"Psychology (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Social Work (Q2); Sociology and Political Science (Q2)"
343;100147330;"World Englishes";journal;"08832919";0,537;Q2;46;54;147;2598;101;130;0,76;48,11;United States;Northern America;"Wiley-Blackwell";"1981-2020";"Anthropology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q2)"
344;21100836179;"Asia and the Pacific Policy Studies";journal;"20502680";0,533;Q2;12;22;140;1156;185;134;1,27;52,55;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Political Science and International Relations (Q1); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
345;21100259119;"Journal of International and Comparative Social Policy";journal;"21699763, 2169978X";0,530;Q2;11;19;49;1063;75;43;1,45;55,95;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2019";"Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
346;29831;"International Journal of Social Welfare";journal;"14682397, 13696866";0,528;Q2;45;42;111;2204;142;99;1,20;52,48;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2020";"Social Work (Q2); Sociology and Political Science (Q2)"
347;15060;"Afrika Spectrum";journal;"00020397";0,527;Q2;19;13;55;706;62;52;1,09;54,31;Germany;Western Europe;"Institut fur Afrika-Kunde";"1983-1984, 2006-2019";"Cultural Studies (Q1); Political Science and International Relations (Q1); Development (Q2); Sociology and Political Science (Q2)"
348;21100887525;"New Educator";journal;"15499243";0,527;Q2;17;24;73;850;59;60;0,74;35,42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2020";"Education (Q2); Sociology and Political Science (Q2)"
349;27733;"Latin American Research Review";journal;"00238791, 15424278";0,524;Q2;45;53;142;3252;137;136;0,91;61,36;United States;Northern America;"Latin American Studies Association";"1970, 1978-2020";"Anthropology (Q1); Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Literature and Literary Theory (Q1); Multidisciplinary (Q1); Political Science and International Relations (Q1); Arts and Humanities (miscellaneous) (Q2); Development (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
350;5700160451;"Politics and Religion";journal;"17550483";0,524;Q2;15;40;105;2534;104;87;1,27;63,35;United Kingdom;Western Europe;"Cambridge University Press";"2008-2020";"Religious Studies (Q1); Sociology and Political Science (Q2)"
351;37903;"Ethos";journal;"00912131, 15481352";0,523;Q2;42;32;85;1497;93;81;1,10;46,78;United States;Northern America;"Wiley-Blackwell";"1973-2019";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q2); Sociology and Political Science (Q2)"
352;21100835739;"Contemporary Italian Politics";journal;"23248823, 23248831";0,521;Q2;10;32;70;828;72;57;1,33;25,88;United States;Northern America;"Routledge";"2013-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
353;5700163232;"Contemporary Political Theory";journal;"14708914, 14769336";0,514;Q2;12;49;82;2238;74;78;0,89;45,67;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
354;18103;"Sociological Quarterly";journal;"00380253, 15338525";0,507;Q2;58;38;108;2497;136;98;1,14;65,71;United States;Northern America;"Taylor and Francis Ltd.";"1960-2020";"Sociology and Political Science (Q2)"
355;5700164101;"French Politics";journal;"14763427, 14763419";0,505;Q2;12;26;82;1281;63;79;0,83;49,27;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
356;21100464772;"Network Science";journal;"20501250, 20501242";0,505;Q2;14;31;75;1601;126;72;1,70;51,65;United Kingdom;Western Europe;"Cambridge University Press";"2013-2020";"Communication (Q2); Social Psychology (Q2); Sociology and Political Science (Q2)"
357;5700168238;"Politologicky Casopis";journal;"12113247";0,505;Q2;5;10;43;491;45;40;1,52;49,10;Czech Republic;Eastern Europe;"International Institute of Political Science and the Masaryk University Press";"2015-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q2)"
358;17681;"Contemporary Sociology";journal;"19398638, 00943061";0,503;Q2;21;10;45;81;34;26;1,30;8,10;United States;Northern America;"American Sociological Association";"1979, 1996-1998, 2000, 2002, 2004-2020";"Sociology and Political Science (Q2)"
359;19900191760;"Journal of Peace Education";journal;"17400201, 1740021X";0,503;Q2;12;22;55;1252;49;48;0,79;56,91;United Kingdom;Western Europe;"Routledge";"2010-2020";"Education (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
360;21100779233;"Journal of racial and ethnic health disparities";journal;"21968837";0,503;Q2;18;152;324;6573;558;315;1,75;43,24;United States;Northern America;"Springer Nature";"2015-2020";"Anthropology (Q1); Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Sociology and Political Science (Q2)"
361;5700164027;"International Criminal Law Review";journal;"1567536X";0,501;Q2;21;38;124;1746;59;120;0,54;45,95;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2001-2019";"Law (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
362;17504;"Social and Legal Studies";journal;"09646639, 14617390";0,498;Q2;40;59;95;4310;116;88;1,10;73,05;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2020";"Law (Q1); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
363;21100780469;"World Development Perspectives";journal;"24522929";0,496;Q2;7;37;89;1501;112;87;1,07;40,57;United Kingdom;Western Europe;"Elsevier Ltd.";"2016-2020";"Development (Q2); Economics and Econometrics (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
364;19700201467;"Journal of Civil Society";journal;"17448689, 17448697";0,494;Q2;16;21;72;1366;84;70;0,98;65,05;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Sociology and Political Science (Q2)"
365;15540;"Journal of Humanistic Psychology";journal;"1552650X, 00221678";0,491;Q2;32;111;142;4847;196;95;2,50;43,67;United States;Northern America;"SAGE Publications Inc.";"1961-2020";"Philosophy (Q1); Social Psychology (Q2); Sociology and Political Science (Q2)"
366;21100814045;"Journal of Human Rights and the Environment";journal;"17597188, 17597196";0,490;Q2;6;12;36;115;36;30;0,95;9,58;United Kingdom;Western Europe;"Edward Elgar Publishing Ltd.";"2016-2019";"Law (Q1); Management, Monitoring, Policy and Law (Q2); Sociology and Political Science (Q2)"
367;15532;"International Sociology";journal;"02685809, 14617242";0,488;Q2;53;32;98;1732;150;93;1,71;54,13;United Kingdom;Western Europe;"SAGE Publications Ltd";"1986-2020";"Sociology and Political Science (Q2)"
368;15619;"Journal of Contemporary Ethnography";journal;"08912416, 15525414";0,488;Q2;49;35;86;2169;126;85;1,59;61,97;United States;Northern America;"SAGE Publications Inc.";"1972-1982, 1984-2020";"Anthropology (Q1); Language and Linguistics (Q1); Sociology and Political Science (Q2); Urban Studies (Q2)"
369;19900192164;"Journal of Political Power";journal;"21583803, 2158379X";0,488;Q2;20;23;70;1506;74;61;0,93;65,48;United Kingdom;Western Europe;"Routledge";"2008-2020";"Sociology and Political Science (Q2)"
370;21100208020;"Economics and Sociology";journal;"2071789X, 23063459";0,485;Q2;17;83;254;3999;526;246;2,12;48,18;Poland;Eastern Europe;"Centre of Sociological Research";"2008-2019";"Economics, Econometrics and Finance (miscellaneous) (Q1); Business, Management and Accounting (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
371;20324;"Journal of educational administration and history";journal;"14787431, 00220620";0,485;Q2;18;33;76;1795;80;70;1,14;54,39;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1968-2000, 2010-2020";"Education (Q2); Sociology and Political Science (Q2)"
372;5700168403;"Global Crime";journal;"17440572";0,484;Q2;24;13;57;740;86;53;1,56;56,92;United Kingdom;Western Europe;"Routledge";"2007-2020";"Law (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
373;29346;"South Atlantic Quarterly";journal;"00382876";0,481;Q2;38;43;172;1325;118;168;0,74;30,81;United States;Northern America;"Duke University Press";"1973, 1981, 1984, 1987, 1999, 2001-2019";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q2)"
374;5700166959;"Human Rights Review";journal;"15248879";0,480;Q2;18;19;59;1414;55;58;0,79;74,42;Netherlands;Western Europe;"Transaction Periodicals Consortium";"2000-2020";"Law (Q1); Sociology and Political Science (Q2)"
375;19700170839;"Journal of Human Rights Practice";journal;"17579619, 17579627";0,480;Q2;17;25;94;1373;101;91;1,10;54,92;United Kingdom;Western Europe;"Oxford University Press";"2009-2019";"History (Q1); Law (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
376;144948;"Journal of Occupational Science";journal;"14427591";0,480;Q2;40;66;158;3027;202;126;1,52;45,86;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-2020";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
377;145332;"Identity";journal;"15283488, 1532706X";0,478;Q2;29;22;69;1079;74;67;1,05;49,05;United Kingdom;Western Europe;"Psychology Press Ltd";"2005-2020";"Anthropology (Q1); Sociology and Political Science (Q2)"
378;21100407545;"International Journal for Crime, Justice and Social Democracy";journal;"22028005, 22027998";0,478;Q2;14;38;109;2131;128;101;1,11;56,08;Australia;Pacific Region;"Queensland Uuniversity of Technology";"2013-2019";"Law (Q1); Sociology and Political Science (Q2)"
379;5700164241;"Young";journal;"11033088";0,475;Q2;28;42;79;2107;108;76;1,49;50,17;United States;Northern America;"SAGE Publications Inc.";"1993-2020";"Health (social science) (Q2); Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3)"
380;21100416483;"Families, Relationships and Societies";journal;"20467435, 20467443";0,474;Q2;13;38;104;1258;106;100;0,96;33,11;United Kingdom;Western Europe;"The Policy Press";"2012-2019";"Sociology and Political Science (Q2)"
381;26288;"Journal of Latin American Studies";journal;"0022216X, 1469767X";0,473;Q2;41;28;83;2351;63;80;0,58;83,96;United Kingdom;Western Europe;"Cambridge University Press";"1969-2020";"Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
382;25057;"Mathematical Social Sciences";journal;"01654896";0,473;Q2;35;51;185;1260;154;183;0,87;24,71;Netherlands;Western Europe;"Elsevier";"1980-2020";"Psychology (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Statistics, Probability and Uncertainty (Q3)"
383;5600153350;"International Review of Victimology";journal;"02697580";0,462;Q2;25;28;57;1838;60;56;1,05;65,64;United States;Northern America;"SAGE Publications Inc.";"1990-2010, 2012-2020";"Law (Q1); Sociology and Political Science (Q2)"
384;25330;"Rationality and Society";journal;"14617358, 10434631";0,462;Q2;44;20;56;1093;48;55;0,92;54,65;United Kingdom;Western Europe;"SAGE Publications Ltd";"1989-2020";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
385;27696;"Journal of Southern African Studies";journal;"03057070, 14653893";0,459;Q2;44;63;215;343;149;188;0,78;5,44;United Kingdom;Western Europe;"Routledge";"1974-2020";"Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
386;5700167230;"Psychoanalysis, Culture & Society";journal;"10880763, 15433390";0,458;Q2;8;28;90;1073;39;86;0,35;38,32;United States;Northern America;"Palgrave Macmillan Ltd.";"2004, 2014-2020";"Cultural Studies (Q1); Health (social science) (Q2); Social Psychology (Q2); Sociology and Political Science (Q2); Applied Psychology (Q3)"
387;17507;"Social Compass";journal;"00377686, 14617404";0,458;Q2;28;36;111;1519;82;102;0,89;42,19;United Kingdom;Western Europe;"SAGE Publications Ltd";"1953-1957, 1959-1960, 1962, 1965, 1967, 1969-1970, 1972-1974, 1985-2020";"Anthropology (Q1); Religious Studies (Q1); Sociology and Political Science (Q2)"
388;17600155227;"Asian Business and Management";journal;"14724782, 14769328";0,457;Q2;18;49;48;4058;137;46;3,20;82,82;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2020";"Business and International Management (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
389;130173;"Community, Work and Family";journal;"14693615, 13668803";0,457;Q2;36;60;116;3143;148;101;1,48;52,38;United Kingdom;Western Europe;"Routledge";"2003-2020";"Development (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
390;16511;"Australian Journal of Public Administration";journal;"14678500, 03136647";0,456;Q2;40;44;148;2432;199;142;1,25;55,27;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1937-2020";"Public Administration (Q2); Sociology and Political Science (Q2)"
391;5600155625;"Politikon";journal;"02589346, 14701014";0,454;Q2;21;33;81;1674;75;75;1,06;50,73;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2020";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
392;19700169607;"Annals of Public and Cooperative Economics";journal;"13704788, 14678292";0,450;Q2;34;34;91;1954;128;86;1,51;57,47;United Kingdom;Western Europe;"Wiley-Blackwell";"1925-1942, 1948-2020";"Economics and Econometrics (Q2); Sociology and Political Science (Q2)"
393;200147136;"Religion, State and Society";journal;"09637494";0,450;Q2;18;33;73;1648;67;64;0,88;49,94;United Kingdom;Western Europe;"Routledge";"1992-2020";"Religious Studies (Q1); Sociology and Political Science (Q2)"
394;4700152403;"Journal of Gay and Lesbian Social Services";journal;"10538720";0,448;Q2;38;28;71;1397;88;71;0,92;49,89;United States;Northern America;"Routledge";"1994-2020";"Gender Studies (Q2); Sociology and Political Science (Q2)"
395;15647;"Journal of Historical Sociology";journal;"14676443, 09521909";0,448;Q2;25;39;111;1925;126;109;0,32;49,36;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1988-2020";"History (Q1); Sociology and Political Science (Q2)"
396;5800169158;"Public Works Management and Policy";journal;"1087724X";0,448;Q2;23;27;64;840;76;53;1,51;31,11;United States;Northern America;"SAGE Publications Inc.";"1996-2020";"Business, Management and Accounting (miscellaneous) (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
